Player,Nation,Squad,Age,Min,ATK,Go,Ast,Touches,Interceptions,YellowCard
Jamie Bynoe-Gittens,ENG,Dortmund,17.0,134,0.0,0,0,83,2,0
Sam Byram,ENG,Norwich City,28.0,1027,0.0,0,0,647,38,3
Dominic Calvert-Lewin,ENG,Everton,25.0,1283,0.49,5,2,462,6,2
Todd Cantwell,ENG,Norwich City,24.0,441,0.0,0,0,215,4,2
Trevoh Chalobah,ENG,Chelsea,22.0,1449,0.25,3,1,1425,33,2
Calum Chambers,ENG,Aston Villa,27.0,831,0.11,1,0,572,11,1
Calum Chambers,ENG,Arsenal,27.0,170,0.0,0,0,121,3,0
Daniel Chesters,ENG,West Ham,20.0,1,0.0,0,0,0,0,0
Ben Chilwell,ENG,Chelsea,25.0,542,0.67,3,1,423,6,0
Hamza Choudhury,ENG,Leicester City,24.0,285,0.0,0,0,205,16,1
Carney Chukwuemeka,ENG,Aston Villa,18.0,301,0.3,0,1,162,4,0
Tom Cleverley,ENG,Watford,32.0,1616,0.11,0,2,779,27,2
Nathaniel Clyne,ENG,Crystal Palace,31.0,1351,0.07,0,1,826,33,1
Conor Coady,ENG,Wolves,29.0,3361,0.11,4,0,1931,44,4
Jack Cork,ENG,Burnley,32.0,1670,0.05,1,0,722,34,4
Aaron Cresswell,ENG,West Ham,32.0,2726,0.17,2,3,2290,43,3
Charlie Cresswell,ENG,Leeds United,19.0,141,0.0,0,0,118,4,1
Luke Cundle,ENG,Wolves,20.0,180,0.0,0,0,118,2,0
Karl Darlow,ENG,Newcastle Utd,31.0,720,0.0,0,0,269,0,1
Josh Dasilva,ENG,Brentford,23.0,257,0.0,0,0,129,4,0
Tom Davies,ENG,Everton,23.0,234,0.38,1,0,120,8,1
Keinan Davis,ENG,Aston Villa,24.0,12,0.0,0,0,9,0,0
Craig Dawson,ENG,West Ham,32.0,2754,0.14,2,2,1542,30,5
Troy Deeney,ENG,Watford,33.0,25,0.0,0,0,10,0,0
Liam Delap,ENG,Manchester City,19.0,10,0.0,0,0,1,0,0
Fabian Delph,ENG,Everton,32.0,662,0.0,0,0,382,19,2
Kiernan Dewsbury Hall,ENG,Leicester City,23.0,2105,0.17,1,3,1509,27,4
Eric Dier,ENG,Tottenham,28.0,3071,0.0,0,0,2535,47,1
Lewis Dobbin,ENG,Everton,19.0,32,0.0,0,0,12,1,1
Kieran Dowell,ENG,Norwich City,24.0,912,0.2,1,1,423,9,0
Cody Drameh,ENG,Leeds United,20.0,128,0.0,0,0,95,3,1
Lewis Dunk,ENG,Brighton,30.0,2573,0.03,1,0,2121,46,3
CJ Egan-Riley,ENG,Manchester City,19.0,4,0.0,0,0,0,0,0
Harvey Elliott,ENG,Liverpool,19.0,346,0.0,0,0,304,3,0
Eberechi Eze,ENG,Crystal Palace,23.0,605,0.3,1,1,391,8,1
Nathan Ferguson,ENG,Crystal Palace,21.0,9,0.0,0,0,5,0,0
Ashley Fletcher,ENG,Watford,26.0,30,0.0,0,0,17,0,0
Phil Foden,ENG,Manchester City,22.0,2128,0.59,9,5,1329,17,1
Adam Forshaw,ENG,Leeds United,30.0,1530,0.06,0,1,971,30,5
Fraser Forster,ENG,Southampton,34.0,1710,0.0,0,0,678,0,1
Ben Foster,ENG,Watford,39.0,2340,0.04,0,1,926,0,0
Ryan Fredericks,ENG,West Ham,29.0,307,0.0,0,0,177,6,1
Conor Gallagher,ENG,Crystal Palace,22.0,2845,0.33999999999999997,8,3,1590,43,10
Dwight Gayle,ENG,Newcastle Utd,31.0,38,0.0,0,0,24,1,1
Joe Gelhardt,ENG,Leeds United,20.0,746,0.48,2,2,289,4,4
Morgan Gibbs-White,ENG,Wolves,22.0,9,0.0,0,0,13,0,1
Ben Gibson,ENG,Norwich City,29.0,2494,0.0,0,0,1599,48,5
Ben Godfrey,ENG,Everton,24.0,2029,0.0,0,0,1064,48,6
Angel Gomes,ENG,Lille,21.0,954,0.18,1,1,498,6,3
Joe Gomez,ENG,Liverpool,25.0,331,0.27,0,1,323,12,2
Charlie Goode,ENG,Brentford,26.0,450,0.0,0,0,337,5,3
Anthony Gordon,ENG,Everton,21.0,2285,0.24,4,2,1153,36,4
Kaide Gordon,ENG,Liverpool,17.0,9,0.0,0,0,8,0,0
Dan Gosling,ENG,Watford,32.0,166,0.56,1,0,87,1,0
Demarai Gray,ENG,Everton,25.0,2338,0.33999999999999997,5,4,1107,16,3
Jack Grealish,ENG,Manchester City,26.0,1914,0.28,3,3,1214,16,3
Etienne Green,ENG,Saint-Étienne,21.0,1197,0.0,0,0,455,0,1
Mason Greenwood,ENG,Manchester Utd,20.0,1271,0.42,5,1,664,4,1
Sam Greenwood,ENG,Leeds United,20.0,237,0.77,0,2,112,2,0
Marc Guéhi,ENG,Crystal Palace,21.0,3222,0.09,2,1,2581,58,4
Angus Gunn,ENG,Norwich City,26.0,810,0.0,0,0,331,0,0
Jack Harrison,ENG,Leeds United,25.0,2639,0.30000000000000004,8,1,1446,41,3
Kortney Hause,ENG,Aston Villa,26.0,397,0.23,1,0,250,9,0
Isaac Hayden,ENG,Newcastle Utd,27.0,1002,0.09,1,0,462,20,5
Jordan Henderson,ENG,Liverpool,31.0,2597,0.24000000000000002,2,5,2398,43,3
Rico Henry,ENG,Brentford,24.0,2776,0.1,3,0,1548,59,2
Rob Holding,ENG,Arsenal,26.0,845,0.11,1,0,578,15,4
Mason Holgate,ENG,Everton,25.0,2134,0.12,2,1,1058,42,7
Callum Hudson-Odoi,ENG,Chelsea,21.0,962,0.28,1,2,505,5,1
Will Hughes,ENG,Crystal Palace,27.0,1053,0.09,0,1,649,22,6
Danny Ings,ENG,Aston Villa,29.0,1898,0.6100000000000001,7,6,622,15,4
Tim Iroegbunam,ENG,Aston Villa,18.0,92,0.0,0,0,34,2,1
Reece James,ENG,Chelsea,22.0,1864,0.6699999999999999,5,9,1878,21,4
Ben Johnson,ENG,West Ham,22.0,1397,0.06,1,0,944,25,1
Curtis Jones,ENG,Liverpool,21.0,851,0.22,1,1,691,10,0
Phil Jones,ENG,Manchester Utd,30.0,163,0.0,0,0,101,5,0
James Justin,ENG,Leicester City,24.0,998,0.0,0,0,801,27,0
Harry Kane,ENG,Tottenham,28.0,3232,0.72,17,9,1433,7,5
Michael Keane,ENG,Everton,29.0,2792,0.16,3,2,1486,62,4
Jonjoe Kenny,ENG,Everton,25.0,1018,0.09,0,1,581,32,3
Max Kilman,ENG,Wolves,25.0,2687,0.03,1,0,1776,64,3
Ezri Konsa,ENG,Aston Villa,24.0,2477,0.07,2,0,1205,45,6
Adam Lallana,ENG,Brighton,34.0,1561,0.06,0,1,1120,27,4
Tariq Lamptey,ENG,Brighton,21.0,1561,0.12,0,2,1046,37,4
Jamaal Lascelles,ENG,Newcastle Utd,28.0,2058,0.04,1,0,938,35,5
Aaron Lennon,ENG,Burnley,35.0,1551,0.12,2,0,565,15,2
Jesse Lingard,ENG,Manchester Utd,29.0,367,0.49,2,0,202,4,1
Valentino Livramento,ENG,Southampton,19.0,2202,0.08,1,1,1463,73,2
Ruben Loftus-Cheek,ENG,Chelsea,26.0,1394,0.13,0,2,1183,15,1
Sean Longstaff,ENG,Newcastle Utd,24.0,1464,0.12,1,1,773,20,1
Matthew Lowton,ENG,Burnley,32.0,1772,0.15000000000000002,1,2,1077,34,3
Levi Lumeka,ENG,Troyes,23.0,67,0.0,0,0,24,0,0
James Maddison,ENG,Leicester City,25.0,2459,0.73,12,8,1383,20,3
Harry Maguire,ENG,Manchester Utd,29.0,2515,0.04,1,0,1811,53,9
Ainsley Maitland-Niles,ENG,Roma,24.0,487,0.0,0,0,377,13,0
Ainsley Maitland-Niles,ENG,Arsenal,24.0,268,0.0,0,0,170,3,0
Solly March,ENG,Brighton,27.0,1746,0.1,0,2,986,31,1
Stephy Mavididi,ENG,Montpellier,23.0,2299,0.43,8,3,958,24,4
James Mcatee,ENG,Manchester City,19.0,20,0.0,0,0,19,1,0
Kasey McAteer,ENG,Leicester City,20.0,3,0.0,0,0,0,0,0
Alex McCarthy,ENG,Southampton,32.0,1530,0.0,0,0,546,0,1
Dwight McNeil,ENG,Burnley,22.0,3107,0.03,0,1,1598,67,1
Ben Mee,ENG,Burnley,32.0,1839,0.15,3,0,975,35,3
James Milner,ENG,Liverpool,36.0,853,0.11,0,1,873,22,2
Tyrone Mings,ENG,Aston Villa,29.0,3189,0.11,1,3,1963,78,11
Tyrick Mitchell,ENG,Crystal Palace,22.0,3101,0.06,0,2,2284,79,1
Clinton Mola,ENG,Stuttgart,21.0,113,0.0,0,0,138,2,0
Tyler Morton,ENG,Liverpool,19.0,66,0.0,0,0,41,2,1
Mason Mount,ENG,Chelsea,23.0,2363,0.8,11,10,1573,20,4
Bali Mumba,ENG,Norwich City,20.0,45,0.0,0,0,19,1,0
Jacob Murphy,ENG,Newcastle Utd,27.0,1473,0.18,1,2,774,33,4
Reiss Nelson,ENG,Arsenal,22.0,20,0.0,0,0,18,1,0
Jeremy Ngakia,ENG,Watford,21.0,903,0.0,0,0,555,29,0
Eddie Nketiah,ENG,Arsenal,22.0,835,0.65,5,1,372,6,3
Mark Noble,ENG,West Ham,35.0,332,0.27,1,0,304,5,0
Tyler Onyango,ENG,Everton,19.0,28,0.0,0,0,5,1,0
Reece Oxford,ENG,Augsburg,23.0,2693,0.1,2,1,1526,110,9
Alex Oxlade-Chamberlain,ENG,Liverpool,28.0,785,0.34,2,1,504,8,0
Cole Palmer,ENG,Manchester City,20.0,123,0.0,0,0,74,2,0
Sonny Perkins,ENG,West Ham,18.0,4,0.0,0,0,0,0,0
Kalvin Phillips,ENG,Leeds United,26.0,1596,0.06,0,1,1174,34,4
Jaden Philogene Bidace,ENG,Aston Villa,20.0,5,0.0,0,0,2,0,0
Jordan Pickford,ENG,Everton,28.0,3150,0.0,0,0,1242,0,2
Nick Pope,ENG,Burnley,30.0,3240,0.0,0,0,1213,0,1
Jesuran Rak Sakyi,ENG,Crystal Palace,19.0,80,0.0,0,0,41,3,0
Aaron Ramsdale,ENG,Arsenal,24.0,3060,0.0,0,0,1248,0,1
Jacob Ramsey,ENG,Aston Villa,21.0,2467,0.26,6,1,1390,38,6
Marcus Rashford,ENG,Manchester Utd,24.0,1235,0.43999999999999995,4,2,590,12,2
Nathan Redmond,ENG,Southampton,28.0,1833,0.3,1,5,914,21,0
Declan Rice,ENG,West Ham,23.0,3179,0.14,1,4,2508,95,8
Omar Richards,ENG,Bayern Munich,24.0,438,0.0,0,0,425,7,1
Taylor Richards,ENG,Brighton,21.0,25,0.0,0,0,30,0,0
Patrick Roberts,ENG,Troyes,25.0,14,0.0,0,0,6,0,0
Jay Rodriguez,ENG,Burnley,32.0,1382,0.26,2,2,490,6,3
Danny Rose,ENG,Watford,31.0,689,0.0,0,0,407,15,4
Jon Rowe,ENG,Norwich City,19.0,223,0.4,0,1,115,4,0
John Ruddy,ENG,Wolves,35.0,135,0.0,0,0,36,0,0
Bukayo Saka,ENG,Arsenal,20.0,2978,0.54,11,7,1671,31,6
Jadon Sancho,ENG,Manchester Utd,22.0,1900,0.28,3,3,1193,24,0
Dane Scarlett,ENG,Tottenham,18.0,4,0.0,0,0,0,0,0
Ryan Sessegnon,ENG,Tottenham,22.0,1047,0.17,0,2,571,19,2
Jamie Shackleton,ENG,Leeds United,22.0,709,0.0,0,0,491,10,4
Luke Shaw,ENG,Manchester Utd,26.0,1601,0.17,0,3,1320,15,8
Jonjo Shelvey,ENG,Newcastle Utd,30.0,1983,0.14,2,1,1099,35,7
Shola Shoretire,ENG,Manchester Utd,18.0,16,0.0,0,0,5,0,0
Ellis Simms,ENG,Everton,21.0,61,0.0,0,0,18,0,0
Oliver Skipp,ENG,Tottenham,21.0,1350,0.0,0,0,952,19,6
Chris Smalling,ENG,Roma,32.0,2091,0.13,3,0,1262,36,0
Emile Smith Rowe,ENG,Arsenal,21.0,1921,0.5599999999999999,10,2,1039,20,1
Tony Springett,ENG,Norwich City,19.0,141,0.0,0,0,53,0,1
Jason Steele,ENG,Brighton,31.0,90,0.0,0,0,42,0,0
Jed Steer,ENG,Aston Villa,29.0,90,0.0,0,0,37,0,0
Dale Stephens,ENG,Burnley,32.0,124,0.0,0,0,73,2,1
Jack Stephens,ENG,Southampton,28.0,811,0.0,0,0,551,27,3
Raheem Sterling,ENG,Manchester City,27.0,2128,0.76,13,5,1204,15,1
John Stones,ENG,Manchester City,28.0,1119,0.08,1,0,1064,17,0
Japhet Tanganga,ENG,Tottenham,23.0,735,0.0,0,0,500,17,4
Matt Targett,ENG,Aston Villa,26.0,1431,0.12,1,1,965,35,2
Matt Targett,ENG,Newcastle Utd,26.0,1440,0.0,0,0,938,35,1
James Tarkowski,ENG,Burnley,29.0,3106,0.09,1,2,1588,72,11
Charlie Taylor,ENG,Burnley,28.0,2731,0.1,0,3,1742,72,3
Nathan Tella,ENG,Southampton,22.0,804,0.11,0,1,356,19,2
Luke Thomas,ENG,Leicester City,20.0,1912,0.05,0,1,1525,40,2
Dominic Thompson,ENG,Brentford,21.0,146,0.0,0,0,57,3,0
James Tomkins,ENG,Crystal Palace,33.0,547,0.16,1,0,362,10,2
Fikayo Tomori,ENG,Milan,24.0,2718,0.0,0,0,1990,76,4
Ivan Toney,ENG,Brentford,26.0,2909,0.52,12,5,1251,21,8
Andros Townsend,ENG,Everton,30.0,1455,0.31,3,2,713,21,3
Kieran Trippier,ENG,Newcastle Utd,31.0,429,0.42,2,0,334,11,0
Kieran Trippier,ENG,Atlético Madrid,31.0,976,0.0,0,0,860,13,1
Axel Tuanzebe,ENG,Aston Villa,24.0,508,0.0,0,0,265,9,1
Axel Tuanzebe,ENG,Napoli,24.0,11,0.0,0,0,6,0,0
Jamie Vardy,ENG,Leicester City,35.0,1806,0.85,15,2,413,7,2
Theo Walcott,ENG,Southampton,33.0,379,0.0,0,0,131,7,0
Kyle Walker,ENG,Manchester City,32.0,1755,0.1,0,2,1769,25,1
Kyle Walker-Peters,ENG,Southampton,25.0,2633,0.1,1,2,1732,56,5
Aaron Wan-Bissaka,ENG,Manchester Utd,24.0,1793,0.0,0,0,1365,51,2
Joel Ward,ENG,Crystal Palace,32.0,2487,0.0,0,0,2017,54,8
James Ward-Prowse,ENG,Southampton,27.0,3215,0.42000000000000004,10,5,2454,60,3
Ollie Watkins,ENG,Aston Villa,26.0,2952,0.4,11,2,1099,17,7
Adam Webster,ENG,Brighton,27.0,1434,0.13,2,0,1316,25,5
Danny Welbeck,ENG,Brighton,31.0,1478,0.49,6,2,501,5,0
Ashley Westwood,ENG,Burnley,32.0,2287,0.12,0,3,1405,43,7
Ben White,ENG,Arsenal,24.0,2880,0.0,0,0,2112,66,3
Brandon Williams,ENG,Norwich City,21.0,2120,0.04,0,1,1416,61,8
Joe Willock,ENG,Newcastle Utd,22.0,2038,0.09,2,0,845,30,0
Callum Wilson,ENG,Newcastle Utd,30.0,1386,0.52,8,0,367,4,4
Harry Winks,ENG,Tottenham,26.0,912,0.1,0,1,759,19,2
Freddie Woodman,ENG,Newcastle Utd,25.0,360,0.0,0,0,128,0,0
Ashley Young,ENG,Aston Villa,36.0,1250,0.14,0,2,753,22,2
Nathan Young-Coombes,ENG,Brentford,19.0,4,0.0,0,0,0,0,0
Tyler Adams,USA,RB Leipzig,23.0,1351,0.07,0,1,1066,23,5
George Bello,USA,Arminia,20.0,434,0.0,0,0,250,9,0
John Brooks,USA,Wolfsburg,29.0,2615,0.06,1,1,2028,61,2
Gianluca Busio,USA,Venezia,20.0,1950,0.1,1,1,1164,37,8
Timothy Chandler,USA,Eint Frankfurt,32.0,1212,0.0,0,0,691,19,4
Justin Che,USA,Hoffenheim,18.0,41,0.0,0,0,27,1,0
Konrad De La Fuente,USA,Marseille,20.0,785,0.23,0,2,349,6,1
Sergiño Dest,USA,Barcelona,21.0,1512,0.18,0,3,1200,17,2
Nicholas Gioacchini,USA,Montpellier,21.0,497,0.36,0,2,245,10,0
Julian Green,USA,Greuther Fürth,26.0,1054,0.0,0,0,570,15,2
Matthew Hoppe,USA,Mallorca,21.0,131,0.67,0,1,47,0,0
Luca Koleosho,USA,Espanyol,17.0,1,0.0,0,0,0,0,0
Patrick Leal,USA,Venezia,19.0,2,0.0,0,0,0,0,0
Lennard Maloney,USA,Dortmund,22.0,9,0.0,0,0,19,0,0
Weston McKennie,USA,Juventus,23.0,1369,0.2,3,0,756,25,1
Matt Miazga,USA,Alavés,26.0,833,0.0,0,0,405,10,2
Yunus Musah,USA,Valencia,19.0,1259,0.07,1,0,562,14,5
Erik Palmer-Brown,USA,Troyes,25.0,1734,0.0,0,0,848,44,2
Kevin Paredes,USA,Wolfsburg,19.0,16,0.0,0,0,10,1,0
Ricardo Pepi,USA,Augsburg,19.0,477,0.0,0,0,172,4,0
Christian Pulisic,USA,Chelsea,23.0,1290,0.56,6,2,682,11,2
Gio Reyna,USA,Dortmund,19.0,439,0.61,2,1,334,1,0
Bryan Reynolds,USA,Roma,20.0,2,0.0,0,0,0,0,0
Chris Richards,USA,Hoffenheim,22.0,1304,0.14,1,1,1152,38,1
Chris Richards,USA,Bayern Munich,22.0,3,0.0,0,0,0,0,0
Josh Sargent,USA,Norwich City,22.0,1572,0.16999999999999998,2,1,652,21,1
Joseph Scally,USA,M'Gladbach,19.0,1909,0.14,1,2,1336,37,4
Zack Steffen,USA,Manchester City,27.0,90,0.0,0,0,41,0,0
Tanner Tessmann,USA,Venezia,20.0,680,0.0,0,0,331,17,1
Timothy Weah,USA,Lille,22.0,1616,0.39,3,4,733,18,2
Ethan Ampadu,WAL,Venezia,21.0,2282,0.12,0,3,1445,55,13
Gareth Bale,WAL,Real Madrid,32.0,280,0.32,1,0,100,5,2
Chem Campbell,WAL,Wolves,19.0,13,0.0,0,0,17,0,0
Ben Davies,WAL,Tottenham,29.0,2538,0.08,1,1,1853,45,6
Paul Dummett,WAL,Newcastle Utd,30.0,198,0.0,0,0,91,4,2
Wayne Hennessey,WAL,Burnley,35.0,180,0.0,0,0,87,0,0
Daniel James,WAL,Manchester Utd,24.0,126,0.0,0,0,53,0,0
Daniel James,WAL,Leeds United,24.0,2366,0.3,4,4,786,19,7
Aaron Ramsey,WAL,Juventus,31.0,99,0.0,0,0,69,2,0
Connor Roberts,WAL,Burnley,26.0,1692,0.1,1,1,1036,42,2
Tyler Roberts,WAL,Leeds United,23.0,987,0.18,1,1,433,7,5
Joe Rodon,WAL,Tottenham,24.0,89,0.0,0,0,44,2,0
Finley Stevens,WAL,Brentford,19.0,15,0.0,0,0,8,0,0
Danny Ward,WAL,Leicester City,28.0,90,0.0,0,0,38,0,0
Neco Williams,WAL,Liverpool,21.0,8,10.0,0,1,7,0,0
